nct_id,adverse_event,severity,frequency,serious,drug,target
NCT00000188,Pneumonitis,Moderate,7,False,Ipilimumab,CTLA-4
NCT00000188,Thyroiditis,Life-threatening,97,True,Ipilimumab,CTLA-4
NCT00000189,Headache,Moderate,44,True,Blinatumomab,CD19/CD3
NCT00000189,Tremor,Life-threatening,74,True,Blinatumomab,CD19/CD3
NCT00000189,Seizure,Life-threatening,34,True,Blinatumomab,CD19/CD3
NCT00000189,Confusion,Life-threatening,65,False,Blinatumomab,CD19/CD3
NCT00000190,Pneumonia,Life-threatening,51,True,Adalimumab,TNF-alpha
NCT00000190,Infection,Moderate,32,True,Adalimumab,TNF-alpha
NCT00000190,Tuberculosis,Severe,100,False,Adalimumab,TNF-alpha
NCT00000190,Sepsis,Severe,88,True,Adalimumab,TNF-alpha
NCT00000191,Dry skin,Severe,25,False,Cetuximab,EGFR
NCT00000191,Acneiform rash,Severe,77,True,Cetuximab,EGFR
NCT00000191,Pruritus,Severe,22,False,Cetuximab,EGFR
NCT00000192,Thyroiditis,Moderate,88,False,Pembrolizumab,PD-1
NCT00000192,Pneumonitis,Moderate,97,True,Pembrolizumab,PD-1
NCT00000192,Rash,Mild,95,True,Pembrolizumab,PD-1
NCT00000192,Colitis,Moderate,80,True,Pembrolizumab,PD-1
NCT00000192,Hepatitis,Severe,2,False,Pembrolizumab,PD-1
NCT00000193,Cardiac dysfunction,Mild,43,True,Trastuzumab,HER2
NCT00000193,Heart failure,Moderate,27,False,Trastuzumab,HER2
NCT00000193,Arrhythmia,Life-threatening,80,True,Trastuzumab,HER2
NCT00000193,Hypertension,Mild,49,True,Trastuzumab,HER2
NCT00000194,Pneumonitis,Mild,60,True,Ipilimumab,CTLA-4
NCT00000194,Colitis,Mild,50,False,Ipilimumab,CTLA-4
NCT00000194,Rash,Severe,14,True,Ipilimumab,CTLA-4
NCT00000194,Thyroiditis,Severe,84,False,Ipilimumab,CTLA-4
NCT00000194,Hepatitis,Moderate,49,True,Ipilimumab,CTLA-4
NCT00000195,Headache,Mild,6,True,Blinatumomab,CD19/CD3
NCT00000195,Confusion,Severe,43,False,Blinatumomab,CD19/CD3
NCT00000195,Dizziness,Life-threatening,96,True,Blinatumomab,CD19/CD3
NCT00000195,Tremor,Mild,45,False,Blinatumomab,CD19/CD3
NCT00000195,Seizure,Severe,81,False,Blinatumomab,CD19/CD3
NCT00000196,Sepsis,Mild,72,False,Adalimumab,TNF-alpha
NCT00000196,Infection,Moderate,20,False,Adalimumab,TNF-alpha
NCT00000196,Pneumonia,Life-threatening,85,True,Adalimumab,TNF-alpha
NCT00000196,Tuberculosis,Mild,94,False,Adalimumab,TNF-alpha
NCT00000197,Thromboembolism,Life-threatening,40,False,Bevacizumab,VEGF
NCT00000197,Proteinuria,Life-threatening,70,True,Bevacizumab,VEGF
NCT00000197,Hypertension,Moderate,84,True,Bevacizumab,VEGF
NCT00000197,Bleeding,Moderate,18,False,Bevacizumab,VEGF
NCT00000198,Rash,Severe,9,True,Pembrolizumab,PD-1
NCT00000198,Pneumonitis,Moderate,41,True,Pembrolizumab,PD-1
NCT00000198,Thyroiditis,Mild,98,False,Pembrolizumab,PD-1
NCT00000198,Colitis,Life-threatening,53,False,Pembrolizumab,PD-1
NCT00000198,Hepatitis,Life-threatening,96,False,Pembrolizumab,PD-1
NCT00000199,Pneumonitis,Mild,98,False,Pembrolizumab,PD-1
NCT00000199,Colitis,Moderate,77,True,Pembrolizumab,PD-1
NCT00000199,Thyroiditis,Moderate,88,True,Pembrolizumab,PD-1
NCT00000199,Hepatitis,Severe,11,False,Pembrolizumab,PD-1
NCT00000200,Rash,Moderate,50,False,Ipilimumab,CTLA-4
NCT00000200,Thyroiditis,Life-threatening,18,True,Ipilimumab,CTLA-4
NCT00000200,Hepatitis,Moderate,29,True,Ipilimumab,CTLA-4
NCT00000200,Pneumonitis,Life-threatening,98,True,Ipilimumab,CTLA-4
NCT00000201,Proteinuria,Mild,23,False,Bevacizumab,VEGF
NCT00000201,Hypertension,Life-threatening,89,False,Bevacizumab,VEGF
NCT00000201,Bleeding,Life-threatening,32,False,Bevacizumab,VEGF
NCT00000201,Thromboembolism,Life-threatening,100,True,Bevacizumab,VEGF
NCT00000202,Hypertension,Mild,67,True,Trastuzumab,HER2
NCT00000202,Arrhythmia,Life-threatening,59,True,Trastuzumab,HER2
NCT00000202,Heart failure,Moderate,67,False,Trastuzumab,HER2
NCT00000202,Cardiac dysfunction,Mild,72,False,Trastuzumab,HER2
NCT00000203,Colitis,Severe,100,False,Ipilimumab,CTLA-4
NCT00000203,Pneumonitis,Life-threatening,22,False,Ipilimumab,CTLA-4
NCT00000203,Thyroiditis,Severe,79,True,Ipilimumab,CTLA-4
NCT00000203,Hepatitis,Moderate,60,False,Ipilimumab,CTLA-4
NCT00000203,Rash,Mild,93,True,Ipilimumab,CTLA-4
NCT00000204,Pruritus,Severe,58,True,Daratumumab,CD38
NCT00000204,Chills,Moderate,59,True,Daratumumab,CD38
NCT00000204,Rash,Life-threatening,12,False,Daratumumab,CD38
NCT00000204,Fever,Severe,89,True,Daratumumab,CD38
NCT00000205,Infection,Severe,11,False,Adalimumab,TNF-alpha
NCT00000205,Tuberculosis,Moderate,49,False,Adalimumab,TNF-alpha
NCT00000205,Sepsis,Mild,99,True,Adalimumab,TNF-alpha
NCT00000205,Pneumonia,Severe,73,True,Adalimumab,TNF-alpha
NCT00000206,Pneumonitis,Life-threatening,40,False,Pembrolizumab,PD-1
NCT00000206,Rash,Life-threatening,37,True,Pembrolizumab,PD-1
NCT00000206,Hepatitis,Mild,17,True,Pembrolizumab,PD-1
NCT00000206,Colitis,Mild,80,False,Pembrolizumab,PD-1
NCT00000207,Headache,Mild,78,False,Blinatumomab,CD19/CD3
NCT00000207,Dizziness,Moderate,28,False,Blinatumomab,CD19/CD3
NCT00000207,Seizure,Life-threatening,53,False,Blinatumomab,CD19/CD3
NCT00000208,Rash,Moderate,7,True,Cetuximab,EGFR
NCT00000208,Dry skin,Moderate,8,False,Cetuximab,EGFR
NCT00000208,Acneiform rash,Mild,19,True,Cetuximab,EGFR
NCT00000209,Dizziness,Mild,54,True,Blinatumomab,CD19/CD3
NCT00000209,Tremor,Moderate,87,False,Blinatumomab,CD19/CD3
NCT00000209,Seizure,Moderate,59,False,Blinatumomab,CD19/CD3
NCT00000209,Confusion,Mild,12,False,Blinatumomab,CD19/CD3
NCT00000209,Headache,Severe,48,False,Blinatumomab,CD19/CD3
NCT00000210,Dry skin,Severe,61,True,Cetuximab,EGFR
NCT00000210,Pruritus,Mild,89,False,Cetuximab,EGFR
NCT00000210,Rash,Severe,68,False,Cetuximab,EGFR
NCT00000211,Heart failure,Mild,74,True,Trastuzumab,HER2
NCT00000211,Arrhythmia,Life-threatening,93,False,Trastuzumab,HER2
NCT00000211,Cardiac dysfunction,Life-threatening,78,False,Trastuzumab,HER2
NCT00000211,Hypertension,Severe,68,False,Trastuzumab,HER2
NCT00000212,Tuberculosis,Moderate,79,True,Adalimumab,TNF-alpha
NCT00000212,Sepsis,Severe,25,True,Adalimumab,TNF-alpha
NCT00000212,Pneumonia,Mild,4,False,Adalimumab,TNF-alpha
NCT00000212,Infection,Mild,95,True,Adalimumab,TNF-alpha
NCT00000213,Headache,Moderate,2,True,Blinatumomab,CD19/CD3
NCT00000213,Dizziness,Severe,33,True,Blinatumomab,CD19/CD3
NCT00000213,Confusion,Severe,39,False,Blinatumomab,CD19/CD3
NCT00000213,Seizure,Mild,15,False,Blinatumomab,CD19/CD3
NCT00000213,Tremor,Severe,51,True,Blinatumomab,CD19/CD3
NCT00000214,Pneumonitis,Life-threatening,5,True,Ipilimumab,CTLA-4
NCT00000214,Hepatitis,Life-threatening,20,False,Ipilimumab,CTLA-4
NCT00000214,Rash,Severe,60,False,Ipilimumab,CTLA-4
NCT00000214,Thyroiditis,Mild,67,False,Ipilimumab,CTLA-4
NCT00000215,Tremor,Mild,20,False,Blinatumomab,CD19/CD3
NCT00000215,Confusion,Mild,44,False,Blinatumomab,CD19/CD3
NCT00000215,Headache,Moderate,74,False,Blinatumomab,CD19/CD3
NCT00000215,Seizure,Moderate,77,True,Blinatumomab,CD19/CD3
NCT00000215,Dizziness,Severe,91,False,Blinatumomab,CD19/CD3
NCT00000216,Infection,Life-threatening,31,False,Tocilizumab,IL-6
NCT00000216,Pneumonia,Life-threatening,39,True,Tocilizumab,IL-6
NCT00000216,Sepsis,Severe,23,True,Tocilizumab,IL-6
NCT00000216,Tuberculosis,Severe,5,True,Tocilizumab,IL-6
NCT00000217,Tuberculosis,Life-threatening,65,True,Tocilizumab,IL-6
NCT00000217,Sepsis,Moderate,44,False,Tocilizumab,IL-6
NCT00000217,Infection,Severe,100,False,Tocilizumab,IL-6
NCT00000218,Rash,Mild,59,False,Cetuximab,EGFR
NCT00000218,Pruritus,Mild,1,False,Cetuximab,EGFR
NCT00000218,Dry skin,Mild,88,True,Cetuximab,EGFR
NCT00000218,Acneiform rash,Severe,60,True,Cetuximab,EGFR
NCT00000219,Sepsis,Moderate,42,True,Tocilizumab,IL-6
NCT00000219,Infection,Moderate,37,False,Tocilizumab,IL-6
NCT00000219,Pneumonia,Severe,99,False,Tocilizumab,IL-6
NCT00000220,Rash,Severe,15,True,Cetuximab,EGFR
NCT00000220,Acneiform rash,Mild,27,False,Cetuximab,EGFR
NCT00000220,Dry skin,Severe,35,True,Cetuximab,EGFR
NCT00000220,Pruritus,Severe,74,True,Cetuximab,EGFR
NCT00000221,Rash,Mild,17,True,Cetuximab,EGFR
NCT00000221,Acneiform rash,Life-threatening,87,True,Cetuximab,EGFR
NCT00000221,Pruritus,Mild,50,True,Cetuximab,EGFR
NCT00000221,Dry skin,Mild,55,False,Cetuximab,EGFR
NCT00000222,Rash,Severe,43,True,Ipilimumab,CTLA-4
NCT00000222,Thyroiditis,Mild,97,False,Ipilimumab,CTLA-4
NCT00000222,Hepatitis,Moderate,12,False,Ipilimumab,CTLA-4
NCT00000222,Pneumonitis,Mild,59,False,Ipilimumab,CTLA-4
NCT00000223,Proteinuria,Moderate,79,False,Bevacizumab,VEGF
NCT00000223,Thromboembolism,Severe,51,True,Bevacizumab,VEGF
NCT00000223,Hypertension,Severe,42,False,Bevacizumab,VEGF
NCT00000223,Bleeding,Life-threatening,4,True,Bevacizumab,VEGF
NCT00000224,Infection,Moderate,37,False,Adalimumab,TNF-alpha
NCT00000224,Pneumonia,Moderate,66,True,Adalimumab,TNF-alpha
NCT00000224,Sepsis,Life-threatening,92,True,Adalimumab,TNF-alpha
NCT00000224,Tuberculosis,Severe,72,True,Adalimumab,TNF-alpha
NCT00000225,Pruritus,Moderate,71,True,Rituximab,CD20
NCT00000225,Rash,Life-threatening,50,True,Rituximab,CD20
NCT00000225,Chills,Severe,27,False,Rituximab,CD20
NCT00000225,Fever,Life-threatening,73,False,Rituximab,CD20
NCT00000225,Infusion reaction,Moderate,23,True,Rituximab,CD20
NCT00000226,Tuberculosis,Mild,57,True,Adalimumab,TNF-alpha
NCT00000226,Infection,Severe,52,True,Adalimumab,TNF-alpha
NCT00000226,Pneumonia,Mild,88,False,Adalimumab,TNF-alpha
NCT00000226,Sepsis,Severe,64,True,Adalimumab,TNF-alpha
NCT00000227,Heart failure,Moderate,85,True,Trastuzumab,HER2
NCT00000227,Cardiac dysfunction,Life-threatening,69,False,Trastuzumab,HER2
NCT00000227,Arrhythmia,Life-threatening,79,False,Trastuzumab,HER2
NCT00000228,Seizure,Life-threatening,92,False,Blinatumomab,CD19/CD3
NCT00000228,Tremor,Mild,75,True,Blinatumomab,CD19/CD3
NCT00000228,Dizziness,Life-threatening,17,False,Blinatumomab,CD19/CD3
NCT00000228,Headache,Mild,48,True,Blinatumomab,CD19/CD3
NCT00000229,Dizziness,Severe,4,True,Blinatumomab,CD19/CD3
NCT00000229,Tremor,Life-threatening,90,False,Blinatumomab,CD19/CD3
NCT00000229,Confusion,Severe,92,False,Blinatumomab,CD19/CD3
NCT00000230,Dry skin,Life-threatening,18,True,Cetuximab,EGFR
NCT00000230,Acneiform rash,Life-threatening,47,False,Cetuximab,EGFR
NCT00000230,Rash,Moderate,37,True,Cetuximab,EGFR
NCT00000230,Pruritus,Moderate,2,True,Cetuximab,EGFR
NCT00000231,Confusion,Moderate,11,True,Blinatumomab,CD19/CD3
NCT00000231,Seizure,Life-threatening,59,False,Blinatumomab,CD19/CD3
NCT00000231,Tremor,Moderate,59,False,Blinatumomab,CD19/CD3
NCT00000231,Headache,Life-threatening,50,False,Blinatumomab,CD19/CD3
NCT00000231,Dizziness,Moderate,24,False,Blinatumomab,CD19/CD3
NCT00000232,Colitis,Life-threatening,70,False,Ipilimumab,CTLA-4
NCT00000232,Thyroiditis,Mild,5,False,Ipilimumab,CTLA-4
NCT00000232,Hepatitis,Severe,15,False,Ipilimumab,CTLA-4
NCT00000232,Rash,Mild,19,False,Ipilimumab,CTLA-4
NCT00000232,Pneumonitis,Life-threatening,67,True,Ipilimumab,CTLA-4
NCT00000233,Infection,Severe,79,True,Adalimumab,TNF-alpha
NCT00000233,Tuberculosis,Severe,69,True,Adalimumab,TNF-alpha
NCT00000233,Pneumonia,Life-threatening,59,False,Adalimumab,TNF-alpha
NCT00000233,Sepsis,Severe,54,False,Adalimumab,TNF-alpha
NCT00000234,Fever,Mild,81,False,Rituximab,CD20
NCT00000234,Chills,Moderate,74,True,Rituximab,CD20
NCT00000234,Infusion reaction,Severe,95,True,Rituximab,CD20
NCT00000234,Rash,Severe,63,True,Rituximab,CD20
NCT00000234,Pruritus,Moderate,65,True,Rituximab,CD20
NCT00000235,Hepatitis,Severe,2,True,Pembrolizumab,PD-1
NCT00000235,Pneumonitis,Moderate,76,True,Pembrolizumab,PD-1
NCT00000235,Rash,Life-threatening,48,True,Pembrolizumab,PD-1
NCT00000235,Thyroiditis,Severe,90,True,Pembrolizumab,PD-1
NCT00000235,Colitis,Life-threatening,24,True,Pembrolizumab,PD-1
NCT00000236,Infection,Life-threatening,99,False,Tocilizumab,IL-6
NCT00000236,Tuberculosis,Moderate,85,False,Tocilizumab,IL-6
NCT00000236,Sepsis,Moderate,27,False,Tocilizumab,IL-6
NCT00000236,Pneumonia,Mild,83,False,Tocilizumab,IL-6
NCT00000237,Confusion,Life-threatening,61,False,Blinatumomab,CD19/CD3
NCT00000237,Seizure,Life-threatening,96,True,Blinatumomab,CD19/CD3
NCT00000237,Headache,Life-threatening,88,False,Blinatumomab,CD19/CD3
NCT00000238,Hepatitis,Severe,58,False,Ipilimumab,CTLA-4
NCT00000238,Pneumonitis,Severe,68,True,Ipilimumab,CTLA-4
NCT00000238,Rash,Mild,69,False,Ipilimumab,CTLA-4
NCT00000238,Thyroiditis,Life-threatening,79,False,Ipilimumab,CTLA-4
NCT00000238,Colitis,Severe,35,False,Ipilimumab,CTLA-4
NCT00000239,Fever,Moderate,94,True,Rituximab,CD20
NCT00000239,Rash,Severe,87,True,Rituximab,CD20
NCT00000239,Chills,Severe,71,True,Rituximab,CD20
NCT00000240,Rash,Mild,68,True,Cetuximab,EGFR
NCT00000240,Dry skin,Life-threatening,45,True,Cetuximab,EGFR
NCT00000240,Pruritus,Severe,33,True,Cetuximab,EGFR
NCT00000240,Acneiform rash,Mild,4,True,Cetuximab,EGFR
NCT00000241,Rash,Mild,91,True,Pembrolizumab,PD-1
NCT00000241,Pneumonitis,Mild,78,True,Pembrolizumab,PD-1
NCT00000241,Hepatitis,Life-threatening,85,True,Pembrolizumab,PD-1
NCT00000242,Heart failure,Life-threatening,85,True,Trastuzumab,HER2
NCT00000242,Hypertension,Life-threatening,36,False,Trastuzumab,HER2
NCT00000242,Arrhythmia,Severe,33,True,Trastuzumab,HER2
NCT00000243,Pruritus,Life-threatening,43,True,Cetuximab,EGFR
NCT00000243,Rash,Severe,34,True,Cetuximab,EGFR
NCT00000243,Acneiform rash,Life-threatening,9,False,Cetuximab,EGFR
NCT00000244,Tuberculosis,Moderate,70,False,Adalimumab,TNF-alpha
NCT00000244,Infection,Moderate,79,True,Adalimumab,TNF-alpha
NCT00000244,Pneumonia,Life-threatening,92,False,Adalimumab,TNF-alpha
NCT00000244,Sepsis,Mild,5,True,Adalimumab,TNF-alpha
NCT00000245,Sepsis,Life-threatening,20,True,Tocilizumab,IL-6
NCT00000245,Pneumonia,Mild,86,False,Tocilizumab,IL-6
NCT00000245,Infection,Severe,20,False,Tocilizumab,IL-6
NCT00000246,Pruritus,Life-threatening,52,True,Daratumumab,CD38
NCT00000246,Infusion reaction,Moderate,1,False,Daratumumab,CD38
NCT00000246,Fever,Life-threatening,16,False,Daratumumab,CD38
NCT00000246,Chills,Severe,88,False,Daratumumab,CD38
NCT00000246,Rash,Life-threatening,8,True,Daratumumab,CD38
NCT00000247,Bleeding,Moderate,23,True,Bevacizumab,VEGF
NCT00000247,Hypertension,Life-threatening,85,True,Bevacizumab,VEGF
NCT00000247,Thromboembolism,Severe,90,False,Bevacizumab,VEGF
NCT00000247,Proteinuria,Mild,81,False,Bevacizumab,VEGF
NCT00000248,Rash,Moderate,5,True,Cetuximab,EGFR
NCT00000248,Pruritus,Mild,93,True,Cetuximab,EGFR
NCT00000248,Acneiform rash,Life-threatening,50,True,Cetuximab,EGFR
NCT00000248,Dry skin,Severe,64,False,Cetuximab,EGFR
NCT00000249,Confusion,Severe,93,True,Blinatumomab,CD19/CD3
NCT00000249,Tremor,Life-threatening,16,True,Blinatumomab,CD19/CD3
NCT00000249,Dizziness,Life-threatening,87,True,Blinatumomab,CD19/CD3
NCT00000250,Pruritus,Life-threatening,84,True,Rituximab,CD20
NCT00000250,Chills,Life-threatening,80,True,Rituximab,CD20
NCT00000250,Infusion reaction,Moderate,90,True,Rituximab,CD20
NCT00000250,Fever,Mild,23,True,Rituximab,CD20
NCT00000250,Rash,Severe,13,False,Rituximab,CD20
NCT00000251,Pneumonia,Mild,64,True,Adalimumab,TNF-alpha
NCT00000251,Sepsis,Mild,26,False,Adalimumab,TNF-alpha
NCT00000251,Infection,Severe,95,False,Adalimumab,TNF-alpha
NCT00000251,Tuberculosis,Severe,16,True,Adalimumab,TNF-alpha
NCT00000252,Pneumonitis,Mild,16,False,Pembrolizumab,PD-1
NCT00000252,Colitis,Moderate,97,False,Pembrolizumab,PD-1
NCT00000252,Hepatitis,Moderate,90,False,Pembrolizumab,PD-1
NCT00000252,Thyroiditis,Moderate,57,True,Pembrolizumab,PD-1
NCT00000252,Rash,Mild,18,True,Pembrolizumab,PD-1
NCT00000253,Rash,Mild,1,True,Ipilimumab,CTLA-4
NCT00000253,Thyroiditis,Moderate,12,False,Ipilimumab,CTLA-4
NCT00000253,Colitis,Life-threatening,89,False,Ipilimumab,CTLA-4
NCT00000253,Hepatitis,Moderate,27,True,Ipilimumab,CTLA-4
NCT00000253,Pneumonitis,Severe,67,False,Ipilimumab,CTLA-4
NCT00000254,Heart failure,Life-threatening,79,True,Trastuzumab,HER2
NCT00000254,Cardiac dysfunction,Severe,45,False,Trastuzumab,HER2
NCT00000254,Arrhythmia,Mild,72,True,Trastuzumab,HER2
NCT00000254,Hypertension,Moderate,16,True,Trastuzumab,HER2
NCT00000255,Hepatitis,Mild,25,True,Ipilimumab,CTLA-4
NCT00000255,Pneumonitis,Moderate,88,False,Ipilimumab,CTLA-4
NCT00000255,Thyroiditis,Life-threatening,23,True,Ipilimumab,CTLA-4
NCT00000255,Colitis,Mild,7,False,Ipilimumab,CTLA-4
NCT00000255,Rash,Severe,27,False,Ipilimumab,CTLA-4
NCT00000256,Sepsis,Mild,95,True,Adalimumab,TNF-alpha
NCT00000256,Tuberculosis,Moderate,21,True,Adalimumab,TNF-alpha
NCT00000256,Pneumonia,Life-threatening,66,True,Adalimumab,TNF-alpha
NCT00000256,Infection,Mild,31,False,Adalimumab,TNF-alpha
NCT00000257,Dizziness,Moderate,100,True,Blinatumomab,CD19/CD3
NCT00000257,Tremor,Severe,30,True,Blinatumomab,CD19/CD3
NCT00000257,Seizure,Moderate,95,False,Blinatumomab,CD19/CD3
NCT00000257,Confusion,Moderate,49,True,Blinatumomab,CD19/CD3
NCT00000257,Headache,Mild,61,False,Blinatumomab,CD19/CD3
NCT00000258,Hypertension,Life-threatening,23,False,Trastuzumab,HER2
NCT00000258,Cardiac dysfunction,Severe,18,False,Trastuzumab,HER2
NCT00000258,Arrhythmia,Moderate,81,False,Trastuzumab,HER2
NCT00000259,Acneiform rash,Mild,36,True,Cetuximab,EGFR
NCT00000259,Dry skin,Mild,60,False,Cetuximab,EGFR
NCT00000259,Rash,Life-threatening,22,False,Cetuximab,EGFR
NCT00000259,Pruritus,Moderate,38,True,Cetuximab,EGFR
NCT00000260,Thromboembolism,Life-threatening,67,False,Bevacizumab,VEGF
NCT00000260,Bleeding,Moderate,76,False,Bevacizumab,VEGF
NCT00000260,Hypertension,Life-threatening,36,True,Bevacizumab,VEGF
NCT00000260,Proteinuria,Life-threatening,95,True,Bevacizumab,VEGF
NCT00000261,Bleeding,Mild,54,True,Bevacizumab,VEGF
NCT00000261,Thromboembolism,Mild,61,True,Bevacizumab,VEGF
NCT00000261,Hypertension,Life-threatening,68,False,Bevacizumab,VEGF
NCT00000261,Proteinuria,Life-threatening,90,True,Bevacizumab,VEGF
NCT00000262,Thyroiditis,Moderate,17,False,Ipilimumab,CTLA-4
NCT00000262,Pneumonitis,Severe,31,True,Ipilimumab,CTLA-4
NCT00000262,Colitis,Mild,62,False,Ipilimumab,CTLA-4
NCT00000262,Hepatitis,Moderate,91,False,Ipilimumab,CTLA-4
NCT00000262,Rash,Mild,59,False,Ipilimumab,CTLA-4
NCT00000263,Dry skin,Mild,81,True,Cetuximab,EGFR
NCT00000263,Rash,Life-threatening,89,False,Cetuximab,EGFR
NCT00000263,Acneiform rash,Mild,38,False,Cetuximab,EGFR
NCT00000263,Pruritus,Severe,90,True,Cetuximab,EGFR
NCT00000264,Colitis,Mild,15,False,Ipilimumab,CTLA-4
NCT00000264,Hepatitis,Severe,60,True,Ipilimumab,CTLA-4
NCT00000264,Thyroiditis,Severe,47,True,Ipilimumab,CTLA-4
NCT00000264,Rash,Mild,72,True,Ipilimumab,CTLA-4
NCT00000264,Pneumonitis,Moderate,43,True,Ipilimumab,CTLA-4
NCT00000265,Colitis,Severe,46,False,Ipilimumab,CTLA-4
NCT00000265,Thyroiditis,Life-threatening,36,True,Ipilimumab,CTLA-4
NCT00000265,Hepatitis,Mild,48,False,Ipilimumab,CTLA-4
NCT00000265,Rash,Life-threatening,63,True,Ipilimumab,CTLA-4
NCT00000265,Pneumonitis,Life-threatening,91,False,Ipilimumab,CTLA-4
NCT00000266,Rash,Life-threatening,12,True,Ipilimumab,CTLA-4
NCT00000266,Hepatitis,Life-threatening,23,False,Ipilimumab,CTLA-4
NCT00000266,Thyroiditis,Mild,14,True,Ipilimumab,CTLA-4
NCT00000266,Colitis,Severe,15,True,Ipilimumab,CTLA-4
NCT00000266,Pneumonitis,Life-threatening,20,True,Ipilimumab,CTLA-4
NCT00000267,Infusion reaction,Severe,54,False,Rituximab,CD20
NCT00000267,Fever,Mild,38,True,Rituximab,CD20
NCT00000267,Chills,Mild,3,True,Rituximab,CD20
NCT00000267,Pruritus,Severe,53,False,Rituximab,CD20
NCT00000267,Rash,Severe,63,False,Rituximab,CD20
NCT00000268,Hepatitis,Moderate,62,False,Ipilimumab,CTLA-4
NCT00000268,Pneumonitis,Severe,99,True,Ipilimumab,CTLA-4
NCT00000268,Thyroiditis,Moderate,46,False,Ipilimumab,CTLA-4
NCT00000268,Colitis,Life-threatening,22,True,Ipilimumab,CTLA-4
NCT00000268,Rash,Severe,24,True,Ipilimumab,CTLA-4
NCT00000269,Pneumonia,Mild,41,True,Adalimumab,TNF-alpha
NCT00000269,Infection,Life-threatening,34,False,Adalimumab,TNF-alpha
NCT00000269,Sepsis,Moderate,27,True,Adalimumab,TNF-alpha
NCT00000269,Tuberculosis,Severe,45,True,Adalimumab,TNF-alpha
NCT00000270,Proteinuria,Mild,4,False,Bevacizumab,VEGF
NCT00000270,Bleeding,Life-threatening,99,True,Bevacizumab,VEGF
NCT00000270,Hypertension,Life-threatening,41,True,Bevacizumab,VEGF
NCT00000270,Thromboembolism,Mild,95,False,Bevacizumab,VEGF
NCT00000271,Fever,Severe,89,True,Daratumumab,CD38
NCT00000271,Rash,Life-threatening,6,True,Daratumumab,CD38
NCT00000271,Chills,Mild,40,True,Daratumumab,CD38
NCT00000271,Infusion reaction,Life-threatening,80,True,Daratumumab,CD38
NCT00000271,Pruritus,Life-threatening,46,True,Daratumumab,CD38
NCT00000272,Confusion,Moderate,3,True,Blinatumomab,CD19/CD3
NCT00000272,Seizure,Life-threatening,87,True,Blinatumomab,CD19/CD3
NCT00000272,Tremor,Life-threatening,25,False,Blinatumomab,CD19/CD3
NCT00000272,Dizziness,Severe,78,True,Blinatumomab,CD19/CD3
NCT00000272,Headache,Severe,51,True,Blinatumomab,CD19/CD3
NCT00000273,Headache,Severe,45,False,Blinatumomab,CD19/CD3
NCT00000273,Tremor,Severe,58,True,Blinatumomab,CD19/CD3
NCT00000273,Seizure,Moderate,94,False,Blinatumomab,CD19/CD3
NCT00000273,Dizziness,Life-threatening,57,False,Blinatumomab,CD19/CD3
NCT00000273,Confusion,Moderate,94,False,Blinatumomab,CD19/CD3
NCT00000274,Dry skin,Moderate,39,False,Cetuximab,EGFR
NCT00000274,Rash,Severe,9,False,Cetuximab,EGFR
NCT00000274,Pruritus,Mild,1,False,Cetuximab,EGFR
NCT00000274,Acneiform rash,Severe,54,True,Cetuximab,EGFR
NCT00000275,Rash,Severe,71,False,Rituximab,CD20
NCT00000275,Chills,Mild,39,False,Rituximab,CD20
NCT00000275,Infusion reaction,Life-threatening,72,False,Rituximab,CD20
NCT00000275,Fever,Moderate,4,True,Rituximab,CD20
NCT00000275,Pruritus,Moderate,34,False,Rituximab,CD20
NCT00000276,Headache,Moderate,63,True,Blinatumomab,CD19/CD3
NCT00000276,Confusion,Mild,16,False,Blinatumomab,CD19/CD3
NCT00000276,Tremor,Life-threatening,9,False,Blinatumomab,CD19/CD3
NCT00000276,Seizure,Life-threatening,73,False,Blinatumomab,CD19/CD3
NCT00000276,Dizziness,Severe,81,False,Blinatumomab,CD19/CD3
NCT00000277,Infection,Moderate,75,True,Tocilizumab,IL-6
NCT00000277,Pneumonia,Moderate,41,False,Tocilizumab,IL-6
NCT00000277,Tuberculosis,Moderate,46,True,Tocilizumab,IL-6
NCT00000277,Sepsis,Mild,35,False,Tocilizumab,IL-6
NCT00000278,Tremor,Moderate,99,True,Blinatumomab,CD19/CD3
NCT00000278,Confusion,Mild,77,True,Blinatumomab,CD19/CD3
NCT00000278,Seizure,Severe,41,False,Blinatumomab,CD19/CD3
NCT00000278,Dizziness,Severe,88,False,Blinatumomab,CD19/CD3
NCT00000278,Headache,Mild,69,False,Blinatumomab,CD19/CD3
NCT00000279,Colitis,Severe,100,False,Ipilimumab,CTLA-4
NCT00000279,Pneumonitis,Life-threatening,44,True,Ipilimumab,CTLA-4
NCT00000279,Hepatitis,Mild,28,True,Ipilimumab,CTLA-4
NCT00000279,Thyroiditis,Moderate,25,True,Ipilimumab,CTLA-4
NCT00000280,Headache,Life-threatening,45,False,Blinatumomab,CD19/CD3
NCT00000280,Confusion,Severe,18,False,Blinatumomab,CD19/CD3
NCT00000280,Dizziness,Severe,23,False,Blinatumomab,CD19/CD3
NCT00000280,Tremor,Mild,96,True,Blinatumomab,CD19/CD3
NCT00000280,Seizure,Moderate,17,True,Blinatumomab,CD19/CD3
NCT00000281,Pneumonitis,Mild,55,True,Pembrolizumab,PD-1
NCT00000281,Hepatitis,Mild,3,False,Pembrolizumab,PD-1
