nct_id,adverse_event_term,organ_system,serious,frequency_threshold,assessed_participants,affected_participants,events,event_type,antibody_name,antibody_category,indication,phase,enrollment
NCT90088890,Hepatitis,Hepatobiliary disorders,Yes,5%,391,9,15,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,391
NCT90088890,Hepatitis,Hepatobiliary disorders,Yes,15%,391,9,10,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,391
NCT66786008,Colitis,Gastrointestinal disorders,Yes,5%,973,48,65,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,973
NCT66786008,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,973,28,31,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,973
NCT66786008,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,973,3,4,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,973
NCT66786008,Hepatitis,Hepatobiliary disorders,Yes,5%,973,19,30,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,973
NCT66786008,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,973,34,42,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,973
NCT16562248,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,239,3,5,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,239
NCT16562248,Colitis,Gastrointestinal disorders,Yes,10%,239,9,17,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,239
NCT16562248,Colitis,Gastrointestinal disorders,Yes,10%,239,5,7,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 3,239
NCT47901988,Hepatitis,Hepatobiliary disorders,Yes,10%,548,26,34,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,548,10,13,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,548,25,49,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,548,5,7,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Colitis,Gastrointestinal disorders,Yes,10%,548,27,38,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Colitis,Gastrointestinal disorders,Yes,15%,548,35,47,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,548,10,13,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT47901988,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,548,9,10,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,548
NCT58062277,Colitis,Gastrointestinal disorders,Yes,5%,474,14,21,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Colitis,Gastrointestinal disorders,Yes,10%,474,24,33,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Hepatitis,Hepatobiliary disorders,Yes,10%,474,15,16,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Colitis,Gastrointestinal disorders,Yes,5%,474,23,27,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Colitis,Gastrointestinal disorders,Yes,5%,474,29,41,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Hepatitis,Hepatobiliary disorders,Yes,5%,474,36,66,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Hepatitis,Hepatobiliary disorders,Yes,10%,474,29,38,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Hepatitis,Hepatobiliary disorders,Yes,15%,474,41,51,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,474,18,26,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,474,10,15,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,474,36,67,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Colitis,Gastrointestinal disorders,Yes,10%,474,47,54,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT58062277,Colitis,Gastrointestinal disorders,Yes,15%,474,46,68,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,474
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,693,50,56,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,693,9,14,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,693,38,41,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,693,41,58,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Colitis,Gastrointestinal disorders,Yes,10%,693,20,21,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,693,13,15,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,693,46,60,Treatment Emergent,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Colitis,Gastrointestinal disorders,Yes,15%,693,46,58,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Colitis,Gastrointestinal disorders,Yes,15%,693,29,51,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT65516625,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,693,25,44,All Causality,Cemiplimab,Anti-PD-1,Melanoma,Phase 4,693
NCT29084518,Colitis,Gastrointestinal disorders,Yes,10%,846,33,42,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,846
NCT29084518,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,846,24,28,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,846
NCT29084518,Colitis,Gastrointestinal disorders,Yes,15%,846,48,51,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,846
NCT29084518,Colitis,Gastrointestinal disorders,Yes,15%,846,26,52,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,846
NCT29084518,Hepatitis,Hepatobiliary disorders,Yes,5%,846,36,44,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,846
NCT44253125,Colitis,Gastrointestinal disorders,Yes,5%,359,26,47,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,359,10,16,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,359,11,20,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Hepatitis,Hepatobiliary disorders,Yes,10%,359,9,17,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Hepatitis,Hepatobiliary disorders,Yes,15%,359,28,29,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,359,30,30,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Hepatitis,Hepatobiliary disorders,Yes,5%,359,9,11,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Hepatitis,Hepatobiliary disorders,Yes,10%,359,33,53,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Hepatitis,Hepatobiliary disorders,Yes,5%,359,30,56,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Colitis,Gastrointestinal disorders,Yes,15%,359,5,9,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Colitis,Gastrointestinal disorders,Yes,5%,359,15,16,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,359,9,12,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,359,22,33,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Colitis,Gastrointestinal disorders,Yes,10%,359,20,31,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT44253125,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,359,23,34,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 1,359
NCT25404073,Hepatitis,Hepatobiliary disorders,Yes,5%,475,4,6,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,475
NCT25404073,Colitis,Gastrointestinal disorders,Yes,15%,475,1,2,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,475
NCT25404073,Colitis,Gastrointestinal disorders,Yes,10%,475,45,59,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,475
NCT68692331,Hepatitis,Hepatobiliary disorders,Yes,15%,779,49,65,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,779
NCT68692331,Colitis,Gastrointestinal disorders,Yes,10%,779,31,61,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,779
NCT68692331,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,779,9,10,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,779
NCT68692331,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,779,24,29,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,779
NCT73424244,Hepatitis,Hepatobiliary disorders,Yes,10%,306,11,13,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Colitis,Gastrointestinal disorders,Yes,10%,306,12,24,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Hepatitis,Hepatobiliary disorders,Yes,10%,306,26,27,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Hepatitis,Hepatobiliary disorders,Yes,10%,306,5,5,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,306,28,49,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Colitis,Gastrointestinal disorders,Yes,10%,306,29,51,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Hepatitis,Hepatobiliary disorders,Yes,10%,306,22,33,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,306,23,27,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT73424244,Colitis,Gastrointestinal disorders,Yes,5%,306,30,48,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 2,306
NCT41033207,Hepatitis,Hepatobiliary disorders,Yes,10%,57,3,3,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,57,1,1,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Colitis,Gastrointestinal disorders,Yes,15%,57,3,3,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,57,1,2,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Colitis,Gastrointestinal disorders,Yes,10%,57,2,2,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Hepatitis,Hepatobiliary disorders,Yes,5%,57,4,5,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Hepatitis,Hepatobiliary disorders,Yes,5%,57,3,4,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Hepatitis,Hepatobiliary disorders,Yes,10%,57,1,2,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,57,5,9,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,57,4,6,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Colitis,Gastrointestinal disorders,Yes,15%,57,1,2,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,57,1,1,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT41033207,Hepatitis,Hepatobiliary disorders,Yes,10%,57,1,1,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,57
NCT12959918,Hepatitis,Hepatobiliary disorders,Yes,5%,819,8,16,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Colitis,Gastrointestinal disorders,Yes,5%,819,27,30,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Hepatitis,Hepatobiliary disorders,Yes,15%,819,32,33,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Colitis,Gastrointestinal disorders,Yes,10%,819,8,10,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,819,43,75,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,819,16,23,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Colitis,Gastrointestinal disorders,Yes,5%,819,4,8,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Colitis,Gastrointestinal disorders,Yes,5%,819,2,4,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Hepatitis,Hepatobiliary disorders,Yes,10%,819,29,34,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Colitis,Gastrointestinal disorders,Yes,10%,819,4,4,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,819,5,9,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Hepatitis,Hepatobiliary disorders,Yes,10%,819,31,55,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Hepatitis,Hepatobiliary disorders,Yes,15%,819,20,23,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT12959918,Hepatitis,Hepatobiliary disorders,Yes,5%,819,45,76,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,819
NCT24693985,Hepatitis,Hepatobiliary disorders,Yes,15%,448,44,67,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Hepatitis,Hepatobiliary disorders,Yes,5%,448,16,17,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Hepatitis,Hepatobiliary disorders,Yes,15%,448,37,69,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,448,13,24,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Colitis,Gastrointestinal disorders,Yes,5%,448,40,75,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Colitis,Gastrointestinal disorders,Yes,15%,448,7,14,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,448,14,14,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Hepatitis,Hepatobiliary disorders,Yes,5%,448,37,57,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Colitis,Gastrointestinal disorders,Yes,10%,448,37,64,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Colitis,Gastrointestinal disorders,Yes,15%,448,9,16,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Colitis,Gastrointestinal disorders,Yes,10%,448,26,43,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT24693985,Colitis,Gastrointestinal disorders,Yes,15%,448,43,84,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 3,448
NCT54177517,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,426,32,46,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,426
NCT54177517,Colitis,Gastrointestinal disorders,Yes,15%,426,28,56,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,426
NCT54177517,Hepatitis,Hepatobiliary disorders,Yes,10%,426,12,19,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,426
NCT54177517,Colitis,Gastrointestinal disorders,Yes,10%,426,38,54,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,426
NCT63485508,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,686,45,52,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Hepatitis,Hepatobiliary disorders,Yes,10%,686,33,45,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Colitis,Gastrointestinal disorders,Yes,5%,686,49,91,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Colitis,Gastrointestinal disorders,Yes,5%,686,32,39,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Colitis,Gastrointestinal disorders,Yes,10%,686,27,36,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Colitis,Gastrointestinal disorders,Yes,15%,686,1,2,All Causality,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Colitis,Gastrointestinal disorders,Yes,15%,686,8,11,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT63485508,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,686,41,70,Treatment Emergent,Cemiplimab,Anti-PD-1,Lung Cancer,Phase 4,686
NCT12530506,Colitis,Gastrointestinal disorders,Yes,15%,803,31,53,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Colitis,Gastrointestinal disorders,Yes,10%,803,15,15,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,5%,803,31,34,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,5%,803,17,21,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,15%,803,3,6,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,5%,803,47,58,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Colitis,Gastrointestinal disorders,Yes,10%,803,46,48,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,10%,803,36,60,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,10%,803,15,16,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Colitis,Gastrointestinal disorders,Yes,5%,803,36,66,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,10%,803,15,24,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Hepatitis,Hepatobiliary disorders,Yes,15%,803,49,52,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Colitis,Gastrointestinal disorders,Yes,5%,803,41,63,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,803,44,64,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT12530506,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,803,42,58,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,803
NCT72297871,Colitis,Gastrointestinal disorders,Yes,5%,153,7,9,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Hepatitis,Hepatobiliary disorders,Yes,10%,153,4,6,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Colitis,Gastrointestinal disorders,Yes,10%,153,7,8,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,153,15,23,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Colitis,Gastrointestinal disorders,Yes,15%,153,2,2,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Colitis,Gastrointestinal disorders,Yes,5%,153,1,2,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,153,6,8,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Colitis,Gastrointestinal disorders,Yes,5%,153,11,15,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT72297871,Hepatitis,Hepatobiliary disorders,Yes,10%,153,1,2,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,153
NCT24136200,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,70,7,9,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,70
NCT24136200,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,70,6,7,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,70
NCT24136200,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,15%,70,3,4,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,70
NCT24136200,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,70,4,6,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,70
NCT24136200,Colitis,Gastrointestinal disorders,Yes,10%,70,6,10,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 1,70
NCT21710226,Colitis,Gastrointestinal disorders,Yes,10%,495,6,6,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,495,41,56,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Colitis,Gastrointestinal disorders,Yes,15%,495,4,5,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Colitis,Gastrointestinal disorders,Yes,5%,495,45,83,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,495,7,11,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Colitis,Gastrointestinal disorders,Yes,10%,495,29,39,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Colitis,Gastrointestinal disorders,Yes,15%,495,33,58,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Colitis,Gastrointestinal disorders,Yes,5%,495,7,8,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,495,18,26,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Colitis,Gastrointestinal disorders,Yes,10%,495,19,38,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Hepatitis,Hepatobiliary disorders,Yes,15%,495,10,10,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT21710226,Hepatitis,Hepatobiliary disorders,Yes,15%,495,31,50,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,495
NCT39801497,Hepatitis,Hepatobiliary disorders,Yes,10%,27,2,4,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
NCT39801497,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,27,2,3,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
NCT39801497,Colitis,Gastrointestinal disorders,Yes,5%,27,2,3,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
