Antibody_Name,Antibody_Type,Indication,Phase,Dose_mg_m2,Dose_Frequency,Enrollment,Duration_Days,Age_Range,Gender,ECOG_Performance,Adverse_Event,Organ_System,Severity,Affected_Patients,Fraction_Affected_%,Reversible,Manageable,Management_Strategy,Time_to_Onset_Days,Resolution_Days,Dose_Reduction_Required,Treatment_Discontinuation,Fatal_Outcome
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,10,Monthly,226,121,47-71,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,6,2.65,Partial,Yes,"Liver function monitoring, dose adjustment",56,49,No,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,10,Monthly,226,121,47-71,All,0-2,Cytokine Release Syndrome,Immunological,Severe,6,2.65,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",79,9,Yes,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 3,3,Every 3 weeks,76,71,64-70,Male only,1-2,Severe Myocarditis,Cardiovascular,Severe,2,2.63,Partial,Yes,"Corticosteroids, cardiac support",2,34,Yes,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 3,3,Every 3 weeks,76,71,64-70,Male only,1-2,Severe Pneumonitis,Respiratory,Severe,2,2.63,Partial,Yes,"Corticosteroids, oxygen therapy",4,27,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,3,Every 3 weeks,383,299,35-80,All,0-1,Anaphylaxis,Immunological,Severe,10,2.61,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",55,42,No,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 3,10,Bi-weekly,349,137,60-85,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,9,2.58,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",74,11,Yes,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,10,Every 3 weeks,157,225,43-85,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,4,2.55,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",24,51,No,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,10,Every 3 weeks,431,53,32-75,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,11,2.55,Partial,Yes,"Corticosteroids, oxygen therapy",42,52,No,Yes,No
Nivolumab,Anti-PD-1,Melanoma,Phase 1,240,Bi-weekly,317,332,54-71,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,8,2.52,Partial,Yes,"Liver function monitoring, dose adjustment",48,2,No,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,10,Every 3 weeks,479,257,19-69,Female only,0-1,Severe Neuropathy,Neurological,Severe,12,2.51,Partial,Yes,"Dose reduction, pain management",57,42,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,3,Monthly,479,155,65-81,All,1-2,Severe Pneumonitis,Respiratory,Severe,12,2.51,Partial,Yes,"Corticosteroids, oxygen therapy",59,28,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,240,Monthly,478,137,24-69,All,0-1,Severe Myocarditis,Cardiovascular,Severe,12,2.51,Partial,Yes,"Corticosteroids, cardiac support",73,18,No,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 3,240,Monthly,200,253,41-72,Male only,0-3,Severe Thrombocytopenia,Hematological,Severe,5,2.5,Yes,Yes,"Platelet transfusion, dose adjustment",39,18,No,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,10,Every 3 weeks,212,293,57-79,Male only,0-1,Severe Pneumonitis,Respiratory,Severe,5,2.36,Partial,Yes,"Corticosteroids, oxygen therapy",42,2,Yes,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,3,Monthly,349,37,58-73,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,8,2.29,Partial,Yes,"Liver function monitoring, dose adjustment",39,45,Yes,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,10,Bi-weekly,497,310,30-70,Male only,0-1,Severe Colitis,Gastrointestinal,Severe,11,2.21,Yes,Yes,"Corticosteroids, infliximab",36,35,No,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 1,240,Bi-weekly,95,175,51-79,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,2,2.11,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",60,57,Yes,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,10,Every 3 weeks,431,53,32-75,Male only,0-3,Severe Myocarditis,Cardiovascular,Severe,9,2.09,Partial,Yes,"Corticosteroids, cardiac support",77,10,No,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,10,Weekly,292,152,57-70,All,0-2,Cardiac Toxicity,Cardiovascular,Severe,6,2.05,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",50,36,Yes,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,240,Every 3 weeks,442,364,19-67,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,9,2.04,Partial,Yes,"Liver function monitoring, dose adjustment",62,33,No,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,240,Bi-weekly,297,143,37-69,All,1-2,Severe Myocarditis,Cardiovascular,Severe,6,2.02,Partial,Yes,"Corticosteroids, cardiac support",49,10,Yes,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,10,Every 3 weeks,153,45,54-84,Female only,1-2,Anaphylaxis,Immunological,Severe,3,1.96,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",47,5,Yes,Yes,No
Nivolumab,Anti-PD-1,Melanoma,Phase 3,10,Bi-weekly,362,351,42-84,Male only,0-2,Severe Neuropathy,Neurological,Severe,7,1.93,Partial,Yes,"Dose reduction, pain management",39,7,Yes,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,240,Weekly,430,187,28-84,Female only,0-1,Severe Myocarditis,Cardiovascular,Severe,8,1.86,Partial,Yes,"Corticosteroids, cardiac support",48,40,Yes,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,3,Monthly,448,70,29-81,Male only,0-3,Severe Thrombocytopenia,Hematological,Severe,8,1.79,Yes,Yes,"Platelet transfusion, dose adjustment",79,3,Yes,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,240,Bi-weekly,336,86,59-85,Male only,1-2,Severe Hepatotoxicity,Hepatic,Severe,6,1.79,Partial,Yes,"Liver function monitoring, dose adjustment",9,37,No,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,10,Weekly,292,152,57-70,All,0-2,Severe Colitis,Gastrointestinal,Severe,5,1.71,Yes,Yes,"Corticosteroids, infliximab",27,39,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,3,Monthly,479,155,65-81,All,1-2,Severe Pneumonitis,Respiratory,Severe,8,1.67,Partial,Yes,"Corticosteroids, oxygen therapy",47,23,Yes,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,10,Monthly,183,258,59-69,Female only,0-2,Cytokine Release Syndrome,Immunological,Severe,3,1.64,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",73,10,Yes,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,3,Monthly,479,155,65-81,All,1-2,Severe Colitis,Gastrointestinal,Severe,7,1.46,Yes,Yes,"Corticosteroids, infliximab",43,20,Yes,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,240,Monthly,478,137,24-69,All,0-1,Cardiac Toxicity,Cardiovascular,Severe,7,1.46,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",67,55,Yes,No,Yes
Nivolumab,Anti-PD-1,Melanoma,Phase 3,3,Every 3 weeks,69,361,28-81,Male only,0-1,Severe Neuropathy,Neurological,Severe,1,1.45,Partial,Yes,"Dose reduction, pain management",15,51,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,240,Bi-weekly,421,355,48-78,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,6,1.43,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",70,32,Yes,Yes,Yes
Nivolumab,Anti-PD-1,Renal Cancer,Phase 3,10,Bi-weekly,349,137,60-85,All,0-3,Anaphylaxis,Immunological,Severe,5,1.43,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",72,16,Yes,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,240,Monthly,428,259,56-78,Male only,0-3,Severe Neuropathy,Neurological,Severe,6,1.4,Partial,Yes,"Dose reduction, pain management",70,20,Yes,Yes,No
Nivolumab,Anti-PD-1,Melanoma,Phase 3,10,Bi-weekly,362,351,42-84,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,5,1.38,Partial,Yes,"Corticosteroids, oxygen therapy",83,15,No,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 2,10,Weekly,452,232,28-71,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,6,1.33,Partial,Yes,"Corticosteroids, cardiac support",70,37,Yes,Yes,No
Nivolumab,Anti-PD-1,Melanoma,Phase 2,240,Every 3 weeks,151,361,41-65,All,0-2,Severe Neuropathy,Neurological,Severe,2,1.32,Partial,Yes,"Dose reduction, pain management",46,58,Yes,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 3,3,Every 3 weeks,76,71,64-70,Male only,1-2,Severe Neutropenia,Hematological,Severe,1,1.32,Yes,Yes,"G-CSF, antibiotics, dose reduction",34,44,Yes,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 2,10,Weekly,452,232,28-71,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,5,1.11,Partial,Yes,"Corticosteroids, cardiac support",74,46,Yes,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,240,Every 3 weeks,295,345,65-68,Female only,1-2,Severe Neuropathy,Neurological,Severe,3,1.02,Partial,Yes,"Dose reduction, pain management",58,11,Yes,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 3,10,Weekly,202,88,50-71,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,2,0.99,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",39,18,Yes,Yes,No
Nivolumab,Anti-PD-1,Melanoma,Phase 1,10,Bi-weekly,225,287,19-69,All,0-2,Severe Pneumonitis,Respiratory,Severe,2,0.89,Partial,Yes,"Corticosteroids, oxygen therapy",58,23,Yes,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 3,3,Bi-weekly,343,196,39-80,Female only,1-2,Cardiac Toxicity,Cardiovascular,Severe,3,0.87,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",32,34,No,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 1,3,Bi-weekly,117,351,54-79,Male only,0-3,Severe Neutropenia,Hematological,Severe,1,0.85,Yes,Yes,"G-CSF, antibiotics, dose reduction",3,7,No,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,240,Monthly,375,99,23-75,Male only,0-3,Cytokine Release Syndrome,Immunological,Severe,3,0.8,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",3,28,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,10,Bi-weekly,263,275,51-77,All,0-2,Severe Neutropenia,Hematological,Severe,2,0.76,Yes,Yes,"G-CSF, antibiotics, dose reduction",4,30,Yes,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,10,Weekly,140,195,37-69,Female only,0-3,Severe Pneumonitis,Respiratory,Severe,1,0.71,Partial,Yes,"Corticosteroids, oxygen therapy",14,1,Yes,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,3,Weekly,461,72,28-67,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,3,0.65,Partial,Yes,"Liver function monitoring, dose adjustment",53,44,No,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,10,Every 3 weeks,153,45,54-84,Female only,1-2,Cardiac Toxicity,Cardiovascular,Severe,1,0.65,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",55,36,No,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,3,Every 3 weeks,319,94,22-81,All,1-2,Severe Myocarditis,Cardiovascular,Severe,2,0.63,Partial,Yes,"Corticosteroids, cardiac support",31,12,Yes,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,3,Bi-weekly,369,265,43-82,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,2,0.54,Partial,Yes,"Corticosteroids, cardiac support",49,52,No,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 1,240,Every 3 weeks,400,53,45-69,Female only,0-3,Severe Pneumonitis,Respiratory,Severe,2,0.5,Partial,Yes,"Corticosteroids, oxygen therapy",22,33,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,10,Every 3 weeks,479,257,19-69,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,2,0.42,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",65,45,No,Yes,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,240,Monthly,478,137,24-69,All,0-1,Severe Myocarditis,Cardiovascular,Severe,2,0.42,Partial,Yes,"Corticosteroids, cardiac support",47,47,Yes,No,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 2,240,Bi-weekly,297,143,37-69,All,1-2,Severe Thrombocytopenia,Hematological,Severe,1,0.34,Yes,Yes,"Platelet transfusion, dose adjustment",46,4,No,Yes,No
Nivolumab,Anti-PD-1,Renal Cancer,Phase 3,240,Every 3 weeks,305,129,36-67,All,0-2,Severe Myocarditis,Cardiovascular,Severe,1,0.33,Partial,Yes,"Corticosteroids, cardiac support",20,50,Yes,Yes,No
Nivolumab,Anti-PD-1,Melanoma,Phase 1,240,Bi-weekly,317,332,54-71,All,1-2,Cytokine Release Syndrome,Immunological,Severe,1,0.32,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",64,29,Yes,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 3,3,Bi-weekly,343,196,39-80,Female only,1-2,Anaphylaxis,Immunological,Severe,1,0.29,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",90,16,Yes,Yes,Yes
Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,3,Monthly,479,155,65-81,All,1-2,Severe Neutropenia,Hematological,Severe,1,0.21,Yes,Yes,"G-CSF, antibiotics, dose reduction",27,33,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,100,Bi-weekly,100,337,60-79,Female only,0-3,Cardiac Toxicity,Cardiovascular,Severe,10,10.0,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",27,45,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,2000,Weekly,138,81,28-74,Male only,0-3,Anaphylaxis,Immunological,Severe,13,9.42,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",76,47,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Every 3 weeks,59,179,43-66,All,0-1,Cytokine Release Syndrome,Immunological,Severe,5,8.47,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",15,49,Yes,No,Yes
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Every 3 weeks,59,179,43-66,All,0-1,Severe Myocarditis,Cardiovascular,Severe,5,8.47,Partial,Yes,"Corticosteroids, cardiac support",32,22,Yes,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,1000,Every 3 weeks,154,244,62-74,All,0-2,Severe Colitis,Gastrointestinal,Severe,13,8.44,Yes,Yes,"Corticosteroids, infliximab",11,21,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,100,Every 3 weeks,155,190,23-82,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,13,8.39,Partial,Yes,"Corticosteroids, cardiac support",85,51,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,2000,Every 3 weeks,182,58,28-73,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,15,8.24,Partial,Yes,"Corticosteroids, oxygen therapy",5,30,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,100,Bi-weekly,100,337,60-79,Female only,0-3,Severe Myocarditis,Cardiovascular,Severe,8,8.0,Partial,Yes,"Corticosteroids, cardiac support",33,25,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,1000,Every 3 weeks,197,131,46-66,Male only,0-2,Anaphylaxis,Immunological,Severe,15,7.61,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",18,47,No,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,100,Monthly,214,44,49-68,Female only,0-3,Severe Pneumonitis,Respiratory,Severe,16,7.48,Partial,Yes,"Corticosteroids, oxygen therapy",1,2,Yes,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Weekly,176,364,44-78,Female only,0-3,Severe Neutropenia,Hematological,Severe,13,7.39,Yes,Yes,"G-CSF, antibiotics, dose reduction",8,58,Yes,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,2000,Monthly,263,69,29-69,Male only,1-2,Severe Pneumonitis,Respiratory,Severe,19,7.22,Partial,Yes,"Corticosteroids, oxygen therapy",63,5,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,2000,Weekly,153,247,32-75,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,11,7.19,Partial,Yes,"Liver function monitoring, dose adjustment",35,14,No,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,1000,Every 3 weeks,28,365,20-78,All,0-1,Severe Pneumonitis,Respiratory,Severe,2,7.14,Partial,Yes,"Corticosteroids, oxygen therapy",64,19,No,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,1000,Every 3 weeks,28,365,20-78,All,0-1,Severe Neuropathy,Neurological,Severe,2,7.14,Partial,Yes,"Dose reduction, pain management",65,54,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,100,Bi-weekly,29,145,57-69,Female only,0-2,Severe Pneumonitis,Respiratory,Severe,2,6.9,Partial,Yes,"Corticosteroids, oxygen therapy",53,48,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,100,Bi-weekly,29,145,57-69,Female only,0-2,Cardiac Toxicity,Cardiovascular,Severe,2,6.9,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",28,45,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,100,Bi-weekly,29,145,57-69,Female only,0-2,Severe Neuropathy,Neurological,Severe,2,6.9,Partial,Yes,"Dose reduction, pain management",83,5,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,1000,Bi-weekly,45,353,64-81,Male only,0-2,Anaphylaxis,Immunological,Severe,3,6.67,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",34,18,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,1000,Bi-weekly,45,353,64-81,Male only,0-2,Cardiac Toxicity,Cardiovascular,Severe,3,6.67,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",57,58,Yes,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,2000,Monthly,263,69,29-69,Male only,1-2,Anaphylaxis,Immunological,Severe,17,6.46,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",25,22,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,2000,Every 3 weeks,295,265,30-85,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,19,6.44,Partial,Yes,"Liver function monitoring, dose adjustment",63,29,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,100,Monthly,286,226,37-78,Male only,1-2,Cardiac Toxicity,Cardiovascular,Severe,18,6.29,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",76,14,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,100,Bi-weekly,96,35,58-82,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,6,6.25,Partial,Yes,"Liver function monitoring, dose adjustment",19,11,No,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,1000,Bi-weekly,322,209,33-73,Male only,1-2,Severe Neutropenia,Hematological,Severe,20,6.21,Yes,Yes,"G-CSF, antibiotics, dose reduction",53,37,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,100,Bi-weekly,336,328,47-79,Female only,0-1,Severe Neutropenia,Hematological,Severe,20,5.95,Yes,Yes,"G-CSF, antibiotics, dose reduction",8,55,Yes,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,2000,Every 3 weeks,295,265,30-85,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,17,5.76,Partial,Yes,"Corticosteroids, oxygen therapy",23,59,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,100,Monthly,286,226,37-78,Male only,1-2,Anaphylaxis,Immunological,Severe,16,5.59,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",1,40,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,1000,Every 3 weeks,335,333,30-69,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,18,5.37,Partial,Yes,"Corticosteroids, cardiac support",49,11,No,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,100,Every 3 weeks,325,171,61-70,All,0-2,Severe Thrombocytopenia,Hematological,Severe,17,5.23,Yes,Yes,"Platelet transfusion, dose adjustment",15,45,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,1000,Every 3 weeks,154,244,62-74,All,0-2,Severe Neuropathy,Neurological,Severe,8,5.19,Partial,Yes,"Dose reduction, pain management",21,57,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,1000,Bi-weekly,391,276,21-80,Female only,1-2,Severe Hepatotoxicity,Hepatic,Severe,20,5.12,Partial,Yes,"Liver function monitoring, dose adjustment",54,51,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Weekly,176,364,44-78,Female only,0-3,Severe Neuropathy,Neurological,Severe,9,5.11,Partial,Yes,"Dose reduction, pain management",85,54,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Every 3 weeks,59,179,43-66,All,0-1,Severe Colitis,Gastrointestinal,Severe,3,5.08,Yes,Yes,"Corticosteroids, infliximab",90,59,Yes,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Every 3 weeks,59,179,43-66,All,0-1,Severe Hepatotoxicity,Hepatic,Severe,3,5.08,Partial,Yes,"Liver function monitoring, dose adjustment",17,30,Yes,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,1000,Every 3 weeks,335,333,30-69,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,17,5.07,Partial,Yes,"Corticosteroids, cardiac support",4,40,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,100,Monthly,286,226,37-78,Male only,1-2,Cytokine Release Syndrome,Immunological,Severe,14,4.9,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",49,30,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,100,Every 3 weeks,296,31,60-66,Female only,1-2,Severe Pneumonitis,Respiratory,Severe,14,4.73,Partial,Yes,"Corticosteroids, oxygen therapy",8,11,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,1000,Weekly,387,46,38-68,All,0-2,Severe Myocarditis,Cardiovascular,Severe,18,4.65,Partial,Yes,"Corticosteroids, cardiac support",82,46,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,1000,Weekly,387,46,38-68,All,0-2,Severe Neutropenia,Hematological,Severe,18,4.65,Yes,Yes,"G-CSF, antibiotics, dose reduction",58,31,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,100,Weekly,411,208,29-79,Male only,0-3,Cytokine Release Syndrome,Immunological,Severe,19,4.62,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",24,47,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,100,Weekly,411,208,29-79,Male only,0-3,Severe Hepatotoxicity,Hepatic,Severe,19,4.62,Partial,Yes,"Liver function monitoring, dose adjustment",54,45,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,2000,Weekly,153,247,32-75,All,0-2,Severe Colitis,Gastrointestinal,Severe,7,4.58,Yes,Yes,"Corticosteroids, infliximab",69,60,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,2000,Weekly,448,218,36-76,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,20,4.46,Partial,Yes,"Corticosteroids, oxygen therapy",24,43,Yes,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,2000,Bi-weekly,23,206,24-70,Female only,0-3,Severe Colitis,Gastrointestinal,Severe,1,4.35,Yes,Yes,"Corticosteroids, infliximab",54,44,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,1000,Bi-weekly,418,69,31-65,All,0-1,Anaphylaxis,Immunological,Severe,18,4.31,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",69,53,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,2000,Monthly,423,363,47-80,Female only,0-1,Anaphylaxis,Immunological,Severe,18,4.26,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",49,15,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,1000,Weekly,312,172,58-84,All,1-2,Severe Neuropathy,Neurological,Severe,13,4.17,Partial,Yes,"Dose reduction, pain management",27,25,No,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 1,100,Every 3 weeks,459,74,34-72,Female only,0-2,Cytokine Release Syndrome,Immunological,Severe,19,4.14,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",49,10,Yes,Yes,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 3,1000,Bi-weekly,391,276,21-80,Female only,1-2,Severe Neutropenia,Hematological,Severe,16,4.09,Yes,Yes,"G-CSF, antibiotics, dose reduction",10,5,No,No,No
Obinutuzumab,Anti-CD20,Leukemia,Phase 2,1000,Weekly,453,314,56-82,Female only,0-1,Severe Pneumonitis,Respiratory,Severe,17,3.75,Partial,Yes,"Corticosteroids, oxygen therapy",27,55,Yes,Yes,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,2000,Every 3 weeks,349,79,21-69,Female only,0-1,Severe Pneumonitis,Respiratory,Severe,13,3.72,Partial,Yes,"Corticosteroids, oxygen therapy",46,14,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,2000,Monthly,489,177,51-71,Male only,1-2,Severe Neutropenia,Hematological,Severe,18,3.68,Yes,Yes,"G-CSF, antibiotics, dose reduction",53,27,Yes,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,100,Monthly,439,98,55-77,Female only,1-2,Anaphylaxis,Immunological,Severe,16,3.64,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",60,20,No,No,No
Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,100,Every 3 weeks,388,330,45-65,Female only,0-2,Cytokine Release Syndrome,Immunological,Severe,14,3.61,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",4,57,Yes,No,No
